PlayerId,Name,Transition,From_Level,To_Level,From_Season,To_Season,From_PA,From_SB,From_SB_rate,To_PA,To_SB,To_SB_rate,Translation,Era
6310,Alcides Escobar,A+->AA,A+,AA,2006,2007,386,28,0.07253886010362694,245,4,0.0163265306122449,0.22507288629737612,2006-2014
6310,Alcides Escobar,AA->AAA,AA,AAA,2008,2009,597,34,0.05695142378559464,487,42,0.08624229979466119,1.5143133228650805,2006-2014
6335,Omar Quintanilla,AAA->MLB,AAA,MLB,2006,2008,349,4,0.011461318051575931,234,0,0.0,0.0,2006-2014
6341,Luis Jimenez,R->A,R,A,2008,2010,302,6,0.019867549668874173,184,6,0.03260869565217391,1.641304347826087,2006-2014
6341,Luis Jimenez,A+->AA,A+,AA,2010,2011,344,15,0.0436046511627907,542,15,0.027675276752767528,0.6346863468634686,2006-2014
6341,Luis Jimenez,AA->AAA,AA,AAA,2011,2012,542,15,0.027675276752767528,517,17,0.03288201160541586,1.1881366860090263,2006-2014
6341,Luis Jimenez,AAA->MLB,AAA,MLB,2012,2013,517,17,0.03288201160541586,110,0,0.0,0.0,2006-2014
6343,Ryan Adams,R->A,R,A,2006,2008,156,2,0.01282051282051282,497,12,0.02414486921529175,1.8832997987927564,2006-2014
6343,Ryan Adams,A->A+,A,A+,2008,2009,497,12,0.02414486921529175,235,2,0.00851063829787234,0.3524822695035461,2006-2014
6343,Ryan Adams,A+->AA,A+,AA,2009,2010,235,2,0.00851063829787234,594,2,0.003367003367003367,0.3956228956228956,2006-2014
6343,Ryan Adams,AA->AAA,AA,AAA,2010,2011,594,2,0.003367003367003367,415,5,0.012048192771084338,3.5783132530120487,2006-2014
6352,Ryan Sweeney,AAA->MLB,AAA,MLB,2007,2008,450,8,0.017777777777777778,433,9,0.020785219399538105,1.1691685912240184,2006-2014
6364,Danny Valencia,R->A,R,A,2006,2007,211,0,0.0,271,3,0.01107011070110701,,2006-2014
6364,Danny Valencia,A+->AA,A+,AA,2007,2008,250,1,0.004,287,2,0.006968641114982578,1.7421602787456445,2006-2014
6364,Danny Valencia,AA->AAA,AA,AAA,2008,2009,287,2,0.006968641114982578,282,0,0.0,0.0,2006-2014
6364,Danny Valencia,AAA->MLB,AAA,MLB,2009,2010,282,0,0.0,322,2,0.006211180124223602,,2006-2014
6368,Adam Jones,AAA->MLB,AAA,MLB,2007,2008,469,8,0.017057569296375266,514,10,0.019455252918287938,1.1405642023346303,2006-2014
6384,Matthew Brown,AA->AAA,AA,AAA,2006,2007,576,7,0.012152777777777778,442,5,0.011312217194570135,0.9308338720103425,2006-2014
6387,Michael Bourn,AAA->MLB,AAA,MLB,2006,2007,174,15,0.08620689655172414,133,18,0.13533834586466165,1.569924812030075,2006-2014
6400,Kirk Nieuwenhuis,A+->AA,A+,AA,2009,2010,547,16,0.029250457038391225,433,13,0.03002309468822171,1.0264145496535797,2006-2014
6400,Kirk Nieuwenhuis,AAA->MLB,AAA,MLB,2011,2012,221,5,0.02262443438914027,314,4,0.012738853503184714,0.5630573248407644,2006-2014
6402,Brent Morel,A->A+,A,A+,2008,2009,192,5,0.026041666666666668,526,25,0.04752851711026616,1.8250950570342204,2006-2014
6402,Brent Morel,A+->AA,A+,AA,2009,2010,526,25,0.04752851711026616,203,5,0.024630541871921183,0.5182266009852218,2006-2014
6402,Brent Morel,AAA->MLB,AAA,MLB,2010,2011,324,3,0.009259259259259259,444,5,0.01126126126126126,1.2162162162162162,2006-2014
6403,Argenis Diaz,R->A,R,A,2006,2007,142,3,0.02112676056338028,447,5,0.011185682326621925,0.5294556301267711,2006-2014
6403,Argenis Diaz,A->A+,A,A+,2007,2008,447,5,0.011185682326621925,282,3,0.010638297872340425,0.9510638297872339,2006-2014
6403,Argenis Diaz,AA->AAA,AA,AAA,2008,2009,153,0,0.0,158,1,0.006329113924050633,,2006-2014
6421,Roger Bernadina,A+->AA,A+,AA,2006,2007,504,28,0.05555555555555555,415,40,0.0963855421686747,1.7349397590361448,2006-2014
6421,Roger Bernadina,AA->AAA,AA,AAA,2007,2008,415,40,0.0963855421686747,215,15,0.06976744186046512,0.7238372093023255,2006-2014
6421,Roger Bernadina,AAA->MLB,AAA,MLB,2008,2010,215,15,0.06976744186046512,461,16,0.03470715835140998,0.49746926970354305,2006-2014
6444,Andy LaRoche,AAA->MLB,AAA,MLB,2006,2007,230,3,0.013043478260869565,115,2,0.017391304347826087,1.3333333333333335,2006-2014
6448,James Adduci,A->A+,A,A+,2007,2008,436,20,0.045871559633027525,539,26,0.04823747680890538,1.0515769944341373,2006-2014
6448,James Adduci,A+->AA,A+,AA,2008,2009,539,26,0.04823747680890538,534,35,0.06554307116104868,1.3587582829155862,2006-2014
6453,Andy Dirks,AA->AAA,AA,AAA,2009,2010,408,11,0.02696078431372549,93,3,0.03225806451612903,1.1964809384164221,2006-2014
6453,Andy Dirks,AAA->MLB,AAA,MLB,2010,2011,93,3,0.03225806451612903,235,5,0.02127659574468085,0.6595744680851063,2006-2014
6461,Jamie Hoffmann,A+->AA,A+,AA,2007,2008,495,19,0.03838383838383838,544,28,0.051470588235294115,1.3409442724458205,2006-2014
6461,Jamie Hoffmann,AA->AAA,AA,AAA,2008,2009,544,28,0.051470588235294115,294,10,0.034013605442176874,0.6608357628765793,2006-2014
6533,Luis Durango,R->A,R,A,2006,2008,170,17,0.1,389,14,0.03598971722365039,0.35989717223650386,2006-2014
6533,Luis Durango,A+->AA,A+,AA,2008,2009,87,1,0.011494252873563218,561,44,0.0784313725490196,6.823529411764706,2006-2014
6533,Luis Durango,AA->AAA,AA,AAA,2009,2010,561,44,0.0784313725490196,423,35,0.08274231678486997,1.054964539007092,2006-2014
6547,Jordy Mercer,A->A+,A,A+,2008,2009,208,4,0.019230769230769232,580,10,0.017241379310344827,0.8965517241379309,2006-2014
6547,Jordy Mercer,A+->AA,A+,AA,2009,2010,580,10,0.017241379310344827,538,7,0.013011152416356878,0.7546468401486989,2006-2014
6547,Jordy Mercer,AA->AAA,AA,AAA,2010,2011,538,7,0.013011152416356878,250,3,0.012,0.9222857142857143,2006-2014
6547,Jordy Mercer,AAA->MLB,AAA,MLB,2011,2013,250,3,0.012,365,3,0.00821917808219178,0.684931506849315,2006-2014
6564,Bobby Wilson,AA->AAA,AA,AAA,2006,2007,418,1,0.0023923444976076554,141,1,0.0070921985815602835,2.9645390070921986,2006-2014
6564,Bobby Wilson,AAA->MLB,AAA,MLB,2007,2010,141,1,0.0070921985815602835,106,0,0.0,0.0,2006-2014
6576,Robert Stock,R->A,R,A,2009,2010,166,0,0.0,351,2,0.005698005698005698,,2006-2014
6576,Robert Stock,A->A+,A,A+,2010,2011,351,2,0.005698005698005698,171,0,0.0,0.0,2006-2014
6582,Nate Freiman,A->A+,A,A+,2010,2011,594,0,0.0,618,6,0.009708737864077669,,2006-2014
6589,Sean Rodríguez,A+->AA,A+,AA,2006,2007,523,15,0.028680688336520075,587,15,0.02555366269165247,0.8909710391822828,2006-2014
6589,Sean Rodríguez,AA->AAA,AA,AAA,2007,2008,587,15,0.02555366269165247,289,4,0.01384083044982699,0.5416378316032295,2006-2014
6592,Brandon Wood,AA->AAA,AA,AAA,2006,2007,522,19,0.03639846743295019,488,10,0.020491803278688523,0.5629853321829162,2006-2014
6592,Brandon Wood,AAA->MLB,AAA,MLB,2007,2008,488,10,0.020491803278688523,157,4,0.025477707006369428,1.2433121019108282,2006-2014
6596,Ryan Jackson,A+->AA,A+,AA,2010,2011,167,3,0.017964071856287425,599,2,0.00333889816360601,0.18586533110740125,2006-2014
6596,Ryan Jackson,AA->AAA,AA,AAA,2011,2012,599,2,0.00333889816360601,503,2,0.003976143141153081,1.1908548707753477,2006-2014
6601,Luke Montz,A+->AA,A+,AA,2006,2007,519,3,0.005780346820809248,158,0,0.0,0.0,2006-2014
6601,Luke Montz,AA->AAA,AA,AAA,2007,2008,158,0,0.0,181,1,0.0055248618784530384,,2006-2014
6609,Freddy Galvis,A->A+,A,A+,2008,2009,523,14,0.02676864244741874,272,6,0.022058823529411766,0.8240546218487395,2006-2014
6609,Freddy Galvis,A+->AA,A+,AA,2009,2010,272,6,0.022058823529411766,545,15,0.027522935779816515,1.2477064220183487,2006-2014
6609,Freddy Galvis,AA->AAA,AA,AAA,2010,2011,545,15,0.027522935779816515,126,4,0.031746031746031744,1.1534391534391533,2006-2014
6609,Freddy Galvis,AAA->MLB,AAA,MLB,2011,2012,126,4,0.031746031746031744,200,0,0.0,0.0,2006-2014
6617,Greg Halman,A->A+,A,A+,2007,2008,202,15,0.07425742574257425,282,23,0.08156028368794327,1.0983451536643027,2006-2014
6617,Greg Halman,AA->AAA,AA,AAA,2009,2010,506,9,0.017786561264822136,465,15,0.03225806451612903,1.8136200716845876,2006-2014
6635,Kevin Mattison,A->A+,A,A+,2009,2010,408,41,0.10049019607843138,398,44,0.11055276381909548,1.1001348204436818,2006-2014
6652,Chase d'Arnaud,A+->AA,A+,AA,2009,2010,253,14,0.05533596837944664,607,33,0.054365733113673806,0.9824664626971052,2006-2014
6652,Chase d'Arnaud,AA->AAA,AA,AAA,2010,2011,607,33,0.054365733113673806,321,20,0.06230529595015576,1.1460398376286227,2006-2014
6656,L.J. Hoes,R->A,R,A,2008,2009,191,10,0.05235602094240838,465,20,0.043010752688172046,0.821505376344086,2006-2014
6656,L.J. Hoes,A->A+,A,A+,2009,2010,465,20,0.043010752688172046,413,10,0.024213075060532687,0.562953995157385,2006-2014
6656,L.J. Hoes,A+->AA,A+,AA,2010,2011,413,10,0.024213075060532687,393,16,0.04071246819338423,1.6814249363867686,2006-2014
6656,L.J. Hoes,AA->AAA,AA,AAA,2011,2012,393,16,0.04071246819338423,357,8,0.022408963585434174,0.5504201680672268,2006-2014
6656,L.J. Hoes,AAA->MLB,AAA,MLB,2012,2013,357,8,0.022408963585434174,184,7,0.03804347826086957,1.6976902173913044,2006-2014
6677,JB Shuck,A+->AA,A+,AA,2009,2010,630,18,0.02857142857142857,435,9,0.020689655172413793,0.7241379310344828,2006-2014
6677,JB Shuck,AAA->MLB,AAA,MLB,2011,2013,419,20,0.0477326968973747,478,8,0.016736401673640166,0.35062761506276147,2006-2014
6732,Zoilo Almonte,R->A,R,A,2008,2010,200,3,0.015,255,7,0.027450980392156862,1.8300653594771241,2006-2014
6732,Zoilo Almonte,A+->AA,A+,AA,2010,2011,264,8,0.030303030303030304,191,4,0.020942408376963352,0.6910994764397906,2006-2014
6732,Zoilo Almonte,AA->AAA,AA,AAA,2012,2013,451,15,0.03325942350332594,293,4,0.013651877133105802,0.41046643913538117,2006-2014
6740,Johnny Giavotella,A->A+,A,A+,2008,2009,310,10,0.03225806451612903,562,26,0.046263345195729534,1.4341637010676156,2006-2014
6740,Johnny Giavotella,A+->AA,A+,AA,2009,2010,562,26,0.046263345195729534,597,13,0.021775544388609715,0.47068676716917923,2006-2014
6740,Johnny Giavotella,AA->AAA,AA,AAA,2010,2011,597,13,0.021775544388609715,503,9,0.017892644135188866,0.8216852729775195,2006-2014
6746,Josh Prince,A->A+,A,A+,2009,2010,140,12,0.08571428571428572,449,44,0.09799554565701558,1.143281365998515,2006-2014
6746,Josh Prince,A+->AA,A+,AA,2011,2012,278,24,0.08633093525179857,596,41,0.06879194630872483,0.7968400447427293,2006-2014
6777,Tyler Pastornicky,R->A,R,A,2008,2009,186,27,0.14516129032258066,459,51,0.1111111111111111,0.7654320987654321,2006-2014
6777,Tyler Pastornicky,A->A+,A,A+,2009,2010,459,51,0.1111111111111111,331,24,0.07250755287009064,0.6525679758308158,2006-2014
6777,Tyler Pastornicky,AA->AAA,AA,AAA,2010,2011,160,11,0.06875,117,7,0.05982905982905983,0.8702408702408702,2006-2014
6777,Tyler Pastornicky,AAA->MLB,AAA,MLB,2011,2012,117,7,0.05982905982905983,188,2,0.010638297872340425,0.17781155015197567,2006-2014
6806,Josmil Pinto,R->A,R,A,2009,2010,230,0,0.0,392,2,0.00510204081632653,,2006-2014
6806,Josmil Pinto,A->A+,A,A+,2010,2011,392,2,0.00510204081632653,236,1,0.00423728813559322,0.8305084745762713,2006-2014
6806,Josmil Pinto,A+->AA,A+,AA,2012,2013,393,0,0.0,452,0,0.0,,2006-2014
6827,Justin Maxwell,A+->AA,A+,AA,2007,2008,260,21,0.08076923076923077,180,13,0.07222222222222222,0.8941798941798941,2006-2014
6835,Nick Buss,R->A,R,A,2008,2009,165,2,0.012121212121212121,452,14,0.030973451327433628,2.5553097345132745,2006-2014
6835,Nick Buss,A->A+,A,A+,2009,2010,452,14,0.030973451327433628,271,6,0.02214022140221402,0.7148128624143384,2006-2014
6848,Eduardo Núñez,A+->AA,A+,AA,2008,2009,402,14,0.03482587064676617,528,19,0.03598484848484849,1.0332792207792207,2006-2014
6848,Eduardo Núñez,AA->AAA,AA,AAA,2009,2010,528,19,0.03598484848484849,506,23,0.045454545454545456,1.263157894736842,2006-2014
6848,Eduardo Núñez,AAA->MLB,AAA,MLB,2010,2011,506,23,0.045454545454545456,338,22,0.0650887573964497,1.4319526627218935,2006-2014
6863,Freddy Sandoval,A+->AA,A+,AA,2006,2007,509,30,0.05893909626719057,563,21,0.037300177619893425,0.6328596802841917,2006-2014
6867,Derek Norris,R->A,R,A,2007,2009,151,2,0.013245033112582781,540,6,0.011111111111111112,0.8388888888888889,2006-2014
6867,Derek Norris,A->A+,A,A+,2009,2010,540,6,0.011111111111111112,399,6,0.015037593984962405,1.3533834586466165,2006-2014
6867,Derek Norris,A+->AA,A+,AA,2010,2011,399,6,0.015037593984962405,423,13,0.030732860520094562,2.0437352245862885,2006-2014
6867,Derek Norris,AA->AAA,AA,AAA,2011,2012,423,13,0.030732860520094562,246,5,0.02032520325203252,0.6613508442776735,2006-2014
6870,Eddy Rodriguez,A->A+,A,A+,2007,2008,303,1,0.0033003300330033004,248,0,0.0,0.0,2006-2014
6876,Mark Trumbo,A->A+,A,A+,2007,2008,516,10,0.01937984496124031,438,7,0.01598173515981735,0.8246575342465753,2006-2014
6876,Mark Trumbo,AA->AAA,AA,AAA,2009,2010,581,6,0.010327022375215147,595,3,0.005042016806722689,0.48823529411764705,2006-2014
6876,Mark Trumbo,AAA->MLB,AAA,MLB,2010,2011,595,3,0.005042016806722689,573,9,0.015706806282722512,3.115183246073298,2006-2014
6878,Chris Coghlan,A+->AA,A+,AA,2007,2008,148,5,0.033783783783783786,565,34,0.06017699115044248,1.7812389380530973,2006-2014
6878,Chris Coghlan,AA->AAA,AA,AAA,2008,2009,565,34,0.06017699115044248,110,9,0.08181818181818182,1.3596256684491979,2006-2014
6880,Nick Noonan,R->A,R,A,2007,2008,224,18,0.08035714285714286,532,29,0.05451127819548872,0.6783625730994152,2006-2014
6880,Nick Noonan,A->A+,A,A+,2008,2009,532,29,0.05451127819548872,530,9,0.016981132075471698,0.311515940143136,2006-2014
6880,Nick Noonan,A+->AA,A+,AA,2009,2010,530,9,0.016981132075471698,406,7,0.017241379310344827,1.0153256704980842,2006-2014
6880,Nick Noonan,AA->AAA,AA,AAA,2011,2012,299,2,0.006688963210702341,541,7,0.012939001848428836,1.934380776340111,2006-2014
6880,Nick Noonan,AAA->MLB,AAA,MLB,2012,2013,541,7,0.012939001848428836,111,0,0.0,0.0,2006-2014
6885,Ian Desmond,AA->AAA,AA,AAA,2008,2009,367,12,0.0326975476839237,206,8,0.038834951456310676,1.1877022653721683,2006-2014
6885,Ian Desmond,AAA->MLB,AAA,MLB,2009,2010,206,8,0.038834951456310676,574,17,0.029616724738675958,0.762630662020906,2006-2014
6887,Martín Maldonado,A->A+,A,A+,2007,2008,242,2,0.008264462809917356,110,3,0.02727272727272727,3.3,2006-2014
6887,Martín Maldonado,AA->AAA,AA,AAA,2008,2010,106,0,0.0,201,0,0.0,,2006-2014
6887,Martín Maldonado,AAA->MLB,AAA,MLB,2011,2012,160,0,0.0,256,1,0.00390625,,2006-2014
6898,Dave Sappelt,R->A,R,A,2008,2009,279,6,0.021505376344086023,331,26,0.07854984894259819,3.652567975830815,2006-2014
6898,Dave Sappelt,A+->AA,A+,AA,2009,2010,271,21,0.07749077490774908,372,15,0.04032258064516129,0.520353302611367,2006-2014
6898,Dave Sappelt,AAA->MLB,AAA,MLB,2010,2011,115,4,0.034782608695652174,118,1,0.00847457627118644,0.24364406779661016,2006-2014
6908,Clint Robinson,R->A,R,A,2007,2008,278,2,0.007194244604316547,424,0,0.0,0.0,2006-2014
6908,Clint Robinson,A->A+,A,A+,2008,2009,424,0,0.0,483,4,0.008281573498964804,,2006-2014
6938,Eric Campbell,A->A+,A,A+,2009,2010,395,6,0.015189873417721518,196,2,0.01020408163265306,0.6717687074829932,2006-2014
6962,Ryan Kalish,A+->AA,A+,AA,2008,2009,82,1,0.012195121951219513,437,14,0.032036613272311214,2.6270022883295194,2006-2014
6962,Ryan Kalish,AA->AAA,AA,AAA,2009,2010,437,14,0.032036613272311214,160,12,0.075,2.3410714285714285,2006-2014
6968,Denis Phipps,R->A,R,A,2006,2007,238,7,0.029411764705882353,505,18,0.03564356435643564,1.2118811881188118,2006-2014
6968,Denis Phipps,A->A+,A,A+,2008,2009,518,10,0.019305019305019305,540,18,0.03333333333333333,1.7266666666666666,2006-2014
6968,Denis Phipps,A+->AA,A+,AA,2009,2010,540,18,0.03333333333333333,411,8,0.019464720194647202,0.5839416058394161,2006-2014
6978,Juan Francisco,R->A,R,A,2006,2007,226,4,0.017699115044247787,562,12,0.021352313167259787,1.206405693950178,2006-2014
6978,Juan Francisco,A->A+,A,A+,2007,2008,562,12,0.021352313167259787,541,1,0.0018484288354898336,0.08656808379544054,2006-2014
6978,Juan Francisco,A+->AA,A+,AA,2008,2009,541,1,0.0018484288354898336,464,6,0.01293103448275862,6.995689655172414,2006-2014
6978,Juan Francisco,AAA->MLB,AAA,MLB,2011,2012,314,0,0.0,205,1,0.004878048780487805,,2006-2014
6987,Brandon Jones,AA->AAA,AA,AAA,2006,2007,194,4,0.020618556701030927,191,5,0.02617801047120419,1.2696335078534031,2006-2014
6987,Brandon Jones,AAA->MLB,AAA,MLB,2007,2008,191,5,0.02617801047120419,128,1,0.0078125,0.2984375,2006-2014
7002,Will Middlebrooks,A->A+,A,A+,2009,2010,427,7,0.01639344262295082,481,5,0.010395010395010396,0.6340956340956341,2006-2014
7002,Will Middlebrooks,A+->AA,A+,AA,2010,2011,481,5,0.010395010395010396,397,6,0.015113350125944584,1.453904282115869,2006-2014
7002,Will Middlebrooks,AA->AAA,AA,AAA,2011,2012,397,6,0.015113350125944584,100,3,0.03,1.9849999999999999,2006-2014
7048,Fernando Cruz,R->A,R,A,2009,2010,200,2,0.01,407,2,0.004914004914004914,0.49140049140049136,2006-2014
7077,A.J. Jimenez,A->A+,A,A+,2010,2011,293,17,0.05802047781569966,422,11,0.026066350710900472,0.4492612210761081,2006-2014
7077,A.J. Jimenez,A+->AA,A+,AA,2011,2012,422,11,0.026066350710900472,113,2,0.017699115044247787,0.6790024135156879,2006-2014
7077,A.J. Jimenez,AA->AAA,AA,AAA,2013,2014,223,1,0.004484304932735426,237,1,0.004219409282700422,0.940928270042194,2006-2014
7087,Caleb Joseph,A+->AA,A+,AA,2009,2010,412,2,0.0048543689320388345,420,1,0.002380952380952381,0.49047619047619057,2006-2014
7099,Rene Tosoni,A+->AA,A+,AA,2008,2009,170,3,0.01764705882352941,490,8,0.0163265306122449,0.925170068027211,2006-2014
7099,Rene Tosoni,AA->AAA,AA,AAA,2010,2011,219,3,0.0136986301369863,299,4,0.013377926421404682,0.9765886287625418,2006-2014
7125,Alberto Rosario,A+->AA,A+,AA,2009,2010,343,9,0.026239067055393587,179,2,0.0111731843575419,0.42582247051520794,2006-2014
7158,Eric Young Jr.,A->A+,A,A+,2006,2007,569,87,0.15289982425307558,613,73,0.11908646003262642,0.7788528248110854,2006-2014
7158,Eric Young Jr.,A+->AA,A+,AA,2007,2008,613,73,0.11908646003262642,476,46,0.09663865546218488,0.8114999424427306,2006-2014
7158,Eric Young Jr.,AA->AAA,AA,AAA,2008,2009,476,46,0.09663865546218488,554,58,0.10469314079422383,1.0833464134358812,2006-2014
7158,Eric Young Jr.,AAA->MLB,AAA,MLB,2009,2010,554,58,0.10469314079422383,189,17,0.08994708994708994,0.8591497901842728,2006-2014
7168,Juan Centeno,A+->AA,A+,AA,2011,2012,178,3,0.016853932584269662,313,1,0.003194888178913738,0.18956336528221512,2006-2014
7168,Juan Centeno,AA->AAA,AA,AAA,2012,2013,313,1,0.003194888178913738,237,1,0.004219409282700422,1.320675105485232,2006-2014
7168,Juan Centeno,AAA->MLB,AAA,MLB,2014,2016,202,2,0.009900990099009901,192,0,0.0,0.0,2006-2014
7185,Logan Forsythe,AA->AAA,AA,AAA,2010,2011,472,17,0.036016949152542374,218,8,0.03669724770642202,1.0188882892606583,2006-2014
7215,David Lough,R->A,R,A,2007,2008,92,6,0.06521739130434782,543,12,0.022099447513812154,0.3388581952117864,2006-2014
7215,David Lough,A->A+,A,A+,2008,2009,543,12,0.022099447513812154,250,6,0.024,1.086,2006-2014
7215,David Lough,AA->AAA,AA,AAA,2009,2010,253,13,0.05138339920948617,532,14,0.02631578947368421,0.5121457489878543,2006-2014
7215,David Lough,AAA->MLB,AAA,MLB,2010,2013,532,14,0.02631578947368421,335,5,0.014925373134328358,0.5671641791044776,2006-2014
7216,César Puello,R->A,R,A,2009,2010,221,15,0.06787330316742081,469,44,0.09381663113006397,1.3822316986496093,2006-2014
7216,César Puello,A->A+,A,A+,2010,2011,469,44,0.09381663113006397,488,19,0.0389344262295082,0.4150055886736215,2006-2014
7216,César Puello,A+->AA,A+,AA,2012,2013,252,19,0.07539682539682539,377,23,0.0610079575596817,0.8091581739494625,2006-2014
7216,César Puello,AA->AAA,AA,AAA,2013,2014,377,23,0.0610079575596817,371,13,0.03504043126684636,0.5743583733739599,2006-2014
7223,Alex Castellanos,R->A,R,A,2008,2009,199,20,0.10050251256281408,346,21,0.06069364161849711,0.6039017341040462,2006-2014
7223,Alex Castellanos,A->A+,A,A+,2009,2010,346,21,0.06069364161849711,517,19,0.0367504835589942,0.6055079672100949,2006-2014
7223,Alex Castellanos,A+->AA,A+,AA,2010,2011,517,19,0.0367504835589942,534,14,0.026217228464419477,0.713384585058151,2006-2014
7226,Matt Davidson,A+->AA,A+,AA,2011,2012,606,0,0.0,576,3,0.005208333333333333,,2006-2014
7226,Matt Davidson,AA->AAA,AA,AAA,2012,2013,576,3,0.005208333333333333,500,1,0.002,0.384,2006-2014
7226,Matt Davidson,AAA->MLB,AAA,MLB,2015,2017,602,1,0.0016611295681063123,443,0,0.0,0.0,2015-2019
7244,Tyler Moore,A->A+,A,A+,2009,2010,477,2,0.0041928721174004195,553,0,0.0,0.0,2006-2014
7244,Tyler Moore,A+->AA,A+,AA,2010,2011,553,0,0.0,561,2,0.0035650623885918,,2006-2014
7250,Collin Cowgill,A->A+,A,A+,2008,2009,231,1,0.004329004329004329,260,11,0.04230769230769231,9.773076923076923,2006-2014
7250,Collin Cowgill,A+->AA,A+,AA,2009,2010,260,11,0.04230769230769231,577,25,0.043327556325823226,1.0241058767921853,2006-2014
7287,Carlos González,A+->AA,A+,AA,2006,2007,452,15,0.033185840707964605,499,9,0.018036072144288578,0.5434869739478958,2006-2014
7287,Carlos González,AA->AAA,AA,AAA,2007,2008,499,9,0.018036072144288578,189,1,0.005291005291005291,0.29335684891240443,2006-2014
7290,Jake Elmore,R->A,R,A,2008,2009,216,9,0.041666666666666664,457,13,0.028446389496717725,0.6827133479212254,2006-2014
7304,Salvador Perez,R->A,R,A,2008,2009,95,0,0.0,137,0,0.0,,2006-2014
7304,Salvador Perez,A->A+,A,A+,2009,2010,137,0,0.0,396,1,0.0025252525252525255,,2006-2014
7304,Salvador Perez,A+->AA,A+,AA,2010,2011,396,1,0.0025252525252525255,309,0,0.0,0.0,2006-2014
7307,Jeremy Moore,R->A,R,A,2007,2008,281,17,0.060498220640569395,389,28,0.07197943444730077,1.1897777105700893,2006-2014
7307,Jeremy Moore,A->A+,A,A+,2008,2009,389,28,0.07197943444730077,516,17,0.03294573643410853,0.4577104097452935,2006-2014
7307,Jeremy Moore,A+->AA,A+,AA,2009,2010,516,17,0.03294573643410853,508,24,0.047244094488188976,1.4339972209356182,2006-2014
7307,Jeremy Moore,AA->AAA,AA,AAA,2010,2011,508,24,0.047244094488188976,460,21,0.04565217391304348,0.966304347826087,2006-2014
7316,Darin Mastroianni,A->A+,A,A+,2008,2009,369,30,0.08130081300813008,274,32,0.11678832116788321,1.4364963503649635,2006-2014
7324,Chris Gimenez,A->A+,A,A+,2006,2007,394,6,0.015228426395939087,332,3,0.009036144578313253,0.5933734939759036,2006-2014
7331,Seth Smith,AA->AAA,AA,AAA,2006,2007,582,4,0.006872852233676976,506,7,0.01383399209486166,2.0128458498023716,2006-2014
7331,Seth Smith,AAA->MLB,AAA,MLB,2007,2008,506,7,0.01383399209486166,123,1,0.008130081300813009,0.5876887340301975,2006-2014
7348,J.R. Towles,A->A+,A,A+,2006,2007,321,13,0.040498442367601244,115,3,0.02608695652173913,0.6441471571906354,2006-2014
7348,J.R. Towles,AA->AAA,AA,AAA,2007,2008,257,9,0.03501945525291829,192,4,0.020833333333333332,0.5949074074074073,2006-2014
7349,Sean Kazmar Jr.,A+->AA,A+,AA,2006,2007,616,10,0.016233766233766232,299,6,0.020066889632107024,1.2361204013377929,2006-2014
7349,Sean Kazmar Jr.,AA->AAA,AA,AAA,2008,2009,433,7,0.016166281755196306,411,8,0.019464720194647202,1.2040319777546054,2006-2014
7389,David Adams,A+->AA,A+,AA,2009,2010,265,3,0.011320754716981131,173,5,0.028901734104046242,2.5529865125240847,2006-2014
7392,Brad Glenn,A->A+,A,A+,2010,2011,447,14,0.03131991051454139,458,0,0.0,0.0,2006-2014
7399,Billy Butler,AA->AAA,AA,AAA,2006,2007,535,1,0.001869158878504673,256,1,0.00390625,2.08984375,2006-2014
7409,Xavier Scruggs,A->A+,A,A+,2009,2010,154,2,0.012987012987012988,357,3,0.008403361344537815,0.6470588235294117,2006-2014
7412,Paul Janish,A+->AA,A+,AA,2006,2007,393,8,0.020356234096692113,391,10,0.02557544757033248,1.256393861892583,2006-2014
7412,Paul Janish,AAA->MLB,AAA,MLB,2007,2009,227,2,0.00881057268722467,292,2,0.00684931506849315,0.7773972602739725,2006-2014
7423,Shane Peterson,AA->AAA,AA,AAA,2010,2011,536,11,0.020522388059701493,191,2,0.010471204188481676,0.5102332222751071,2006-2014
7423,Shane Peterson,AAA->MLB,AAA,MLB,2012,2015,157,4,0.025477707006369428,226,0,0.0,0.0,2006-2014
7430,Drew Sutton,A+->AA,A+,AA,2006,2007,551,20,0.036297640653357534,558,24,0.043010752688172046,1.1849462365591399,2006-2014
7436,Brandon Allen,A->A+,A,A+,2007,2008,564,7,0.012411347517730497,368,14,0.03804347826086957,3.0652173913043477,2006-2014
7436,Brandon Allen,AA->AAA,AA,AAA,2008,2009,173,3,0.017341040462427744,228,6,0.02631578947368421,1.5175438596491229,2006-2014
7451,Tug Hulett,AA->AAA,AA,AAA,2006,2007,223,9,0.04035874439461883,595,20,0.03361344537815126,0.8328664799253035,2006-2014
7462,Trevor Plouffe,A+->AA,A+,AA,2006,2007,524,8,0.015267175572519083,555,12,0.021621621621621623,1.4162162162162164,2006-2014
7462,Trevor Plouffe,AA->AAA,AA,AAA,2007,2008,555,12,0.021621621621621623,272,1,0.003676470588235294,0.17003676470588233,2006-2014
7462,Trevor Plouffe,AAA->MLB,AAA,MLB,2010,2011,445,5,0.011235955056179775,320,3,0.009375,0.834375,2006-2014
7468,Craig Tatum,A->A+,A,A+,2006,2007,381,3,0.007874015748031496,231,0,0.0,0.0,2006-2014
