PlayerId,Name,Seasons,Season_Range,Total_PA,Skill_Score
516631,Gustavo Nunez,6,2007-2012,2075,53.83
672751,Carlos Soler,2,2017-2018,465,53.83
502038,Chris Dennis,5,2007-2011,1373,53.83
808094,Jhorvic Abreus,3,2023-2025,391,53.82
811312,Justin Riemer,2,2024-2025,468,53.82
8272,Matt Tuiasosopo,4,2007-2010,1525,53.82
21840,Freddy Fermin,3,2016-2018,610,53.82
501857,Bridger Hunt,3,2007-2010,966,53.82
570706,Yeicok Calderon,6,2009-2014,1286,53.82
679021,Yeison Ceballo,1,2018,123,53.82
660580,Sander Boeldak,2,2015-2016,295,53.82
501543,Jairo Valdez,3,2007-2009,472,53.82
578651,Juan De La Cruz,7,2010-2017,707,53.81
503345,Johermyn Chavez,7,2007-2013,2710,53.81
571481,Kyle Bellows,4,2010-2013,1340,53.81
6601,Luke Montz,2,2007-2008,846,53.81
800389,Roosbert Tapia,4,2022-2025,669,53.81
608763,Alexander Perdomo,4,2011-2014,626,53.81
656108,Ruddy Todd,1,2014,92,53.81
3790,Jayson Nix,1,2007,483,53.81
642726,Samuel Ortiz,5,2013-2017,573,53.81
488737,Eric Brown,1,2008,14,53.81
664014,Sean Miller,4,2015-2018,1287,53.81
595470,Jerod Yakubik,2,2010-2011,490,53.8
622470,Oscar Vasquez,3,2012-2014,346,53.8
691279,Juan Aparicio,4,2021-2024,479,53.8
2835,Joe Savery,3,2008-2010,101,53.8
666246,David Sanchez,3,2016-2018,583,53.8
5552,Jamie Romak,4,2007-2010,1827,53.8
489317,Joshua Short,1,2007,126,53.8
642340,Luis Rodriguez,1,2013,132,53.79
593595,Gregory Pena,3,2010-2012,508,53.79
542934,Evan Bigley,4,2008-2011,1757,53.79
821009,Cesar Hernandez,2,2024-2025,656,53.79
8623,Donovan Solano,6,2007-2012,2375,53.79
667353,Mike Loaisiga,3,2016-2018,341,53.79
659002,Jake Gronsky,2,2014-2015,290,53.79
822966,John Taylor,1,2025,223,53.78
821020,Angel Requena,2,2024-2025,234,53.78
657677,Tyler Mautner,1,2014,186,53.78
666626,Jonathan Sierra,4,2016-2022,985,53.78
665940,Moisés Castillo,6,2016-2023,1799,53.78
829762,Victor Marquez,1,2025,134,53.78
29571,Tim Tawa,3,2021-2023,1154,53.78
623155,Jeff McVaney,3,2012-2014,1324,53.78
669945,Chavez Young,5,2016-2022,1491,53.78
666666,Cristian Gomez,2,2016-2017,526,53.77
800463,Jean Joseph,4,2022-2025,889,53.77
532978,Rafael Santana,3,2014-2016,288,53.77
641385,Bret Boswell,1,2018,548,53.77
543075,Jarek Cunningham,6,2008-2014,2339,53.77
460253,Justin Nelson,1,2007,263,53.77
657222,Sean Godfrey,3,2014-2016,823,53.77
518727,Donato Giovanatto,2,2007-2008,436,53.77
467111,Ciro Caldera,1,2007,159,53.77
701616,Caleb Lomavita,2,2024-2025,517,53.76
829073,Brailyn Antunez,1,2025,241,53.76
9848,Austin Jackson,3,2007-2009,1691,53.76
665039,Andrew Guillotte,3,2015-2017,1053,53.76
692609,Meiver Borges,2,2021-2022,112,53.76
519021,Angel Mercado,3,2007-2009,558,53.76
502698,Wilberto Ortiz,3,2007-2009,1475,53.76
13419,Christian Walker,3,2013-2015,1630,53.76
449878,Chris Nowak,1,2007,432,53.76
17273,Jorge Mateo,7,2012-2018,2534,53.76
664329,Anderson Bohorquez,4,2015-2018,587,53.76
22541,George Valera,6,2018-2025,1833,53.76
16446,Johneshwy Fargas,5,2013-2018,1578,53.75
685795,Jake Suddleson,2,2021-2022,424,53.75
800476,John Cruz,4,2022-2025,928,53.75
542400,Daniel Yepez,3,2008-2010,437,53.75
17620,Myles Straw,4,2015-2018,1830,53.75
501750,Josue Garcia,1,2007,109,53.75
642488,Ademar Rifaela,6,2013-2018,1946,53.75
453299,Andy D'Alessio,3,2007-2009,1161,53.75
702869,Jose Aular,5,2021-2025,321,53.75
542520,Jesus Morelli,4,2008-2011,522,53.75
527035,Jharmidy De Jesus,3,2008-2012,661,53.74
602072,Adam Silva,1,2013,15,53.74
672731,Omar Medina,3,2017-2021,373,53.74
702895,Geuri Lubo,4,2021-2024,512,53.74
25705,Dustin Harris,4,2021-2024,1978,53.73
435139,Lou Palmisano,1,2007,421,53.73
593791,Julio Sotelo,2,2010-2011,73,53.73
456629,Manny Mayorson,1,2007,501,53.73
666696,Victor Alfonso,3,2016-2018,567,53.73
595895,Jose Brizuela,4,2014-2017,952,53.73
607077,Blaise Salter,2,2015-2017,661,53.73
29554,Adrian Del Castillo,4,2021-2024,1347,53.73
660767,Jorge Gordon,5,2015-2021,617,53.72
698944,Teudis Cortorreal,3,2021-2023,287,53.72
689750,Jacob Buchberger,2,2021-2022,803,53.72
543667,Steven Proscia,4,2011-2014,1658,53.72
623157,Joel Hutter,2,2013-2014,719,53.72
671080,Jeremy Arocho,5,2017-2023,1479,53.72
682681,Jesus Lara,1,2021,66,53.72
4900,Robert Andino,2,2007-2008,848,53.72
622808,Roberto Vahlis,4,2012-2015,480,53.72
18316,Edwin Rios,4,2015-2018,1396,53.72
29993,Brady House,5,2021-2025,1468,53.72
650815,Huascar Fuentes,3,2014-2016,453,53.72
649955,Hendrik Clementina,6,2014-2021,1206,53.72
622676,Omar Obregon,7,2012-2018,1514,53.72
444491,Abrahan Marte,2,2007-2008,288,53.72
7706,Kyle Jensen,3,2010-2012,1584,53.72
517539,Ramon Morla,8,2007-2014,1858,53.71
15982,Ryder Jones,6,2013-2018,2264,53.71
593446,Nelson Aguida,2,2010-2011,96,53.71
592313,Travis Flores,2,2010-2013,208,53.71
664768,Connor Panas,3,2015-2017,868,53.71
547801,Bill Pena,2,2009-2010,114,53.71
13066,Teoscar Hernández,7,2011-2017,3061,53.71
570627,Jose Ramirez,2,2009-2010,466,53.71
28816,Denzer Guzman,5,2021-2025,1835,53.71
682264,Andrew Warner,1,2018,225,53.71
678362,Gilberto Jimenez,4,2018-2023,1298,53.71
553895,Jesus Ugueto,5,2009-2013,1048,53.71
553903,Hector Barrios,1,2009,56,53.71
16448,Jacob Nottingham,6,2013-2018,1921,53.71
27482,Robert Hassell III,5,2021-2025,2266,53.7
691863,Carlos Franco,5,2021-2025,680,53.7
656734,Evan Mendoza,2,2017-2018,641,53.7
8021,Brandon Boggs,1,2007,537,53.7
821017,Wilmer Blanca,1,2025,69,53.7
519165,Carlos Ramirez,4,2009-2012,1147,53.7
667364,Sebastian Ochoa,3,2016-2018,626,53.7
7158,Eric Young Jr.,3,2007-2009,1643,53.7
602994,Miguel Mojica,4,2011-2014,599,53.7
622816,Edwin Fuentes,4,2012-2015,619,53.7
694834,Tyler Wilson,2,2024-2025,458,53.7
571070,Alberto Reyes,1,2009,100,53.7
664243,Michael Pierson,2,2015-2016,500,53.7
448654,Grant Psomas,1,2007,509,53.69
833069,Starlin Mieses,1,2025,171,53.69
605142,Dante Bichette Jr.,7,2011-2017,2932,53.69
596801,Ryan Ditthardt,1,2010,154,53.69
501575,Yenssi Reyes,2,2007-2008,185,53.69
8267,Chris Iannetta,1,2007,63,53.69
5275,Francisco Cervelli,3,2007-2009,586,53.69
660859,Ricardo Cubillan,5,2016-2022,739,53.69
700266,Josue Romero,4,2021-2024,175,53.68
501702,Earving Fernandez,2,2007-2008,392,53.68
7106,Jonathan Pettibone,1,2012,26,53.68
605308,Chris Keck,2,2015-2016,387,53.68
462397,Tim Brown,1,2007,402,53.68
640489,Mario Sanjur,5,2013-2018,661,53.68
534592,Chris Berset,3,2010-2012,541,53.68
606297,Carlos Sanchez,4,2011-2014,473,53.68
594139,Jose Arismendy,1,2010,156,53.68
541609,Francisco Aponte,5,2008-2012,755,53.68
657599,Patrick Grady,2,2014-2015,184,53.67
701206,Willy Montero,5,2021-2025,1204,53.67
814450,Wehiwa Aloy,1,2025,90,53.67
10937,Ryan Strausborger,2,2011-2012,1041,53.67
501753,Anneury Peguero,2,2007-2008,379,53.67
516831,Lovesquis Santana,2,2007-2008,149,53.67
672517,Johan Lopez,5,2017-2023,1214,53.67
669623,Carmen Benedetti,2,2017-2018,703,53.67
546235,Raul Linares,8,2008-2015,1148,53.67
6623,Ryan Lollis,2,2010-2011,821,53.67
824753,Nick Hollifield,1,2025,81,53.67
691181,Emmanuel Rodriguez,5,2021-2025,1271,53.67
657148,Tim Zier,2,2014-2015,224,53.67
7349,Sean Kazmar Jr.,3,2007-2009,1365,53.67
501749,Angel Ferreiras,3,2007-2009,583,53.67
660663,Frederick Cuevas,5,2015-2021,955,53.66
800196,Nomar Velasquez,4,2022-2025,511,53.66
607310,Frazier Hall,2,2011-2012,758,53.66
664288,Oliver Tejada,2,2015-2016,49,53.66
692446,Miguel Villarroel,5,2021-2025,1439,53.66
594950,Shane Opitz,6,2010-2016,1432,53.66
572832,Chris Ellington,1,2009,306,53.66
600975,Rubi Silva,3,2011-2013,1546,53.66
501561,Edgar Garzon,2,2007-2008,339,53.66
821163,Alejandro Pereira,2,2024-2025,267,53.66
592478,Tyler Kuresa,2,2014-2015,482,53.66
821806,Joshua Francis,2,2024-2025,223,53.65
4142,Jonathan Diaz,3,2007-2009,1022,53.65
543665,Ryne Price,1,2008,98,53.65
500762,Robert Blanco,2,2007-2008,277,53.65
19238,Lourdes Gurriel Jr.,2,2017-2018,475,53.65
595434,Gunnar Terhune,1,2010,95,53.65
825725,Edgar Walker,1,2025,171,53.65
12119,Matt Skole,2,2012-2014,1068,53.65
686639,Jack Dunn,1,2021,231,53.65
10838,Cody Stanley,4,2010-2013,1213,53.65
515035,Jose Cortez,3,2007-2009,571,53.65
458117,Blake Sharpe,1,2007,58,53.65
698945,Anderson De Los Santos,5,2021-2025,1505,53.64
607274,Michael Marshall,1,2011,96,53.64
623317,Zack Larson,4,2012-2015,923,53.64
800426,Raylin Ramos,4,2022-2025,671,53.64
571543,Willie Carmona,3,2012-2014,807,53.64
670250,Eli Wilson,3,2021-2023,641,53.64
503429,Walter Ibarra,6,2007-2012,1414,53.64
543211,Zach Gentile,3,2009-2011,1038,53.64
664690,AJ Graffanino,3,2018-2022,672,53.64
674373,Jean Eusebio,2,2017-2018,333,53.64
11379,Delino DeShields,7,2010-2016,2578,53.63
682252,Shane Selman,1,2021,305,53.63
463026,Pedro Moreno,1,2007,13,53.63
468474,Jose Gil,5,2007-2011,1141,53.63
691282,Riquelmin Cabral,4,2021-2024,666,53.63
691385,Ronald Rosario,5,2021-2025,1219,53.63
665775,Mc Gregory Contreras,2,2016-2017,473,53.63
593148,Garrett Buechele,2,2011-2012,335,53.63
660581,Cristopher Perez,3,2015-2017,524,53.62
522848,Skyler Stromsmoe,2,2007-2008,144,53.62
553893,Keiverson Reyes,4,2009-2012,520,53.62
678357,Andry Arias,3,2018-2022,630,53.62
678864,Francis Grullon,3,2018-2022,350,53.62
642271,Fernery Ozuna,5,2013-2017,1409,53.62
686755,Jaxx Groshans,2,2021-2022,502,53.62
607714,John Schultz,2,2011-2012,408,53.62
593350,Oswaldo Morales,1,2010,83,53.62
691021,A.J. Vukovich,5,2021-2025,2399,53.62
691702,Boris Minaya,1,2021,49,53.62
703766,Dakota Harris,3,2023-2025,966,53.62
5398,Juan Graterol,7,2007-2013,1080,53.61
593454,Byron Capellan,4,2010-2013,639,53.61
801076,Justin Wishkoski,3,2023-2025,871,53.61
830027,Yordani Soto,1,2025,156,53.61
829049,Brayan Cortesia,1,2025,150,53.61
660516,Juan Luis,2,2015-2017,196,53.61
821018,Alexi Quiroz,2,2024-2025,212,53.6
825094,Nick Dumesnil,1,2025,79,53.6
678425,Pedro Hurtado,1,2018,238,53.6
518506,Zachary Brown,2,2007-2008,335,53.6
691913,Jesus Castillo,5,2021-2025,1347,53.6
686523,Peyton Wilson,4,2021-2024,1560,53.6
701594,Chris Brito,1,2024,277,53.6
821794,Brayan Cota,2,2024-2025,275,53.6
570636,Mayobanex Soto,3,2009-2011,404,53.6
16729,Brian O'Grady,3,2014-2016,1146,53.59
29547,Ryan Bliss,4,2021-2024,1704,53.59
572931,William Holmes,1,2010,145,53.59
667650,Brett Stephens,2,2017-2018,225,53.59
541651,Adolfo Reina,6,2008-2014,975,53.59
444143,Jarred Ball,1,2007,300,53.59
502355,Sean Rooney,3,2008-2010,929,53.59
670991,Enny Rondon,1,2017,170,53.59
821119,Jesus Rodriguez,1,2024,93,53.59
665077,Collin Yelich,2,2015-2016,210,53.58
677047,D.J. Stewart,4,2017-2022,871,53.58
672670,Jean Selmo,2,2017-2018,420,53.58
570705,Wilmer Portes,1,2009,187,53.58
608276,Kevin Quaranto,1,2011,42,53.58
681729,Hanser Valerio,1,2018,183,53.58
806550,Sir Jamison Jones,1,2025,153,53.58
667687,Janigson Villalobos,3,2016-2018,324,53.58
698950,Jediael Maduro,4,2021-2024,422,53.58
808298,Heriberto Rincon,3,2023-2025,569,53.58
678484,Stanley Rosario,3,2018-2022,250,53.58
467095,Alvaro Sosa,3,2007-2009,439,53.58
664839,Andrew Brodbeck,3,2015-2017,330,53.58
446270,Brian Friday,3,2008-2010,1273,53.58
657810,Brian Wolfe,2,2014-2015,326,53.58
676954,Ryan Garcia,1,2017,224,53.57
504603,Mervin Gonzalez,2,2007-2008,286,53.57
464411,Ciro Rosero,2,2007-2009,165,53.57
571433,Roidany Aguila,5,2009-2013,1055,53.57
592729,Jordan Scott,5,2010-2014,1670,53.56
502131,Jeffrey Rea,1,2007,220,53.56
468452,Daniel Mayora,4,2007-2010,1886,53.56
807981,Yosmar Gimenez,3,2023-2025,261,53.56
698980,Fabio Villadiego,2,2021-2022,230,53.56
656846,Jake Peter,4,2014-2017,1884,53.56
489156,Steven Murphy,2,2007-2008,1087,53.56
514920,Nelson Sosa,3,2007-2009,371,53.56
664915,Steven Karkenny,1,2015,324,53.56
543861,Riccio Torrez,4,2011-2014,1024,53.56
677560,Jefferson Mendoza,2,2018-2021,254,53.55
808225,Angel Trinidad,1,2023,95,53.55
801592,Zander Darby,2,2024-2025,370,53.55
801225,Angel Diaz,4,2022-2025,597,53.55
592629,Roberto Peña,7,2010-2016,2079,53.55
660907,Elvis Perez,4,2015-2018,691,53.55
657629,Travis Jones,2,2017-2018,783,53.55
642445,Adalfi Almonte,4,2013-2016,824,53.55
681433,Noah Cardenas,4,2021-2024,1109,53.55
701734,Ryan McCrystal,2,2024-2025,380,53.55
677601,Keyber Rodriguez,6,2018-2025,2453,53.55
517214,Kevin Ladera,2,2007-2008,439,53.55
692657,Omar Alfonzo,5,2021-2025,1397,53.55
4338,Tyler Chatwood,1,2013,11,53.54
13608,Mallex Smith,6,2012-2017,1965,53.54
675137,Angel Sarduy,1,2017,123,53.54
31855,Colby Thomas,3,2023-2025,1523,53.54
672661,William Saavedra,1,2017,109,53.53
543173,Kevin Fontanez,3,2008-2011,249,53.53
676854,Jordyn Muffley,2,2017-2018,130,53.53
16192,Derek Fisher,4,2015-2018,1800,53.53
599478,Elliott Hargreaves,2,2012-2013,57,53.53
666143,Joe Rizzo,5,2016-2022,2148,53.53
679754,Alberto Rodriguez,5,2018-2024,2157,53.53
806263,Brandon Winokur,3,2023-2025,1011,53.53
21386,Michael Papierski,1,2018,369,53.53
805053,Joselin Payano,2,2022-2023,265,53.52
501908,Kiel Roling,4,2008-2011,1287,53.52
698935,Yasmil Bucce,5,2021-2025,765,53.52
448171,Ernesto Mejia,4,2007-2010,1451,53.52
700931,Seth Stephenson,4,2022-2025,1523,53.52
14876,Jacob May,4,2013-2016,1527,53.52
692023,Adrian Perez,3,2021-2023,368,53.51
15730,Tyler Wade,6,2013-2018,2688,53.51
18881,Curtis Terry,3,2015-2021,704,53.51
600948,Carlos Penalver,8,2011-2018,2444,53.51
25425,Austin Shenton,2,2021-2022,600,53.51
452778,Donnie Ecker,1,2007,107,53.51
682838,Yulis Hernandez,1,2018,124,53.51
606134,Jhonny Pena,4,2011-2014,502,53.51
701540,J.R. Freethy,2,2024-2025,441,53.51
595143,Matt Browning,2,2010-2011,478,53.5
691621,Jheremy Vargas,5,2021-2025,1484,53.5
660741,Edwin Figuera,4,2015-2021,520,53.5
647331,Eric Senior,2,2017-2018,144,53.5
570783,Ronald Luna,6,2009-2014,1109,53.5
26149,Dominic Fletcher,2,2021-2022,1031,53.5
683429,Darimen Mora Jr.,1,2021,51,53.5
458647,Yohan Silva,2,2007-2008,587,53.5
501910,Johan Limonta,2,2007-2008,1080,53.5
460083,Eric Eymann,2,2007-2008,1013,53.5
9807,Ryan Goins,4,2009-2012,1624,53.49
473275,Lucas Montero,3,2007-2009,1153,53.49
623312,Kyle Johnson,3,2012-2014,1077,53.49
593427,David Sopilka,7,2010-2018,818,53.49
452050,Josh Flores,3,2007-2010,777,53.49
5248,Alexi Casilla,3,2007-2009,657,53.49
650849,Greifer Andrade,4,2014-2018,614,53.49
622603,Carlos Castro,6,2012-2017,1366,53.48
6262,Tommy Field,3,2009-2011,1438,53.48
699698,Ricardo Cova,5,2021-2025,1060,53.48
519271,Aaron Seuss,2,2008-2009,703,53.48
678580,Enyerberth Ascanio,1,2018,141,53.48
691396,Iverson Espinoza,5,2021-2025,490,53.48
643268,Jordan Cowan,5,2013-2018,1063,53.48
4182,Jonathan Herrera,3,2007-2009,1273,53.48
606205,Jairo Rosario,4,2011-2015,591,53.48
9334,Mark Hamilton,3,2007-2009,1140,53.47
672566,José Sánchez,4,2017-2023,1185,53.47
642331,Mario Martinez,2,2013-2014,285,53.47
804946,Tyler Howard,1,2025,38,53.47
593994,Franmy Pena,4,2010-2014,374,53.47
22557,Michael Siani,5,2018-2024,1690,53.47
502485,Whitney Robbins,3,2007-2009,1070,53.47
445277,Renzo Tello,3,2007-2010,477,53.46
600951,Leobaldo Piña,5,2011-2017,1511,53.46
805127,Devin Taylor,1,2025,129,53.46
547171,Marcus Littlewood,5,2011-2016,1274,53.46
606189,Hamlet Marte,7,2011-2018,1412,53.46
519224,Jonathan Roof,4,2010-2013,967,53.46
7610,Lou Marson,4,2007-2010,1356,53.46
606329,Anthony Amaya,3,2011-2013,430,53.46
519377,Cory Vaughn,3,2011-2013,1456,53.46
445922,Marcos Cabral,2,2007-2008,789,53.46
595616,Kelvin Vizcaino,3,2010-2012,295,53.46
527039,Jonathan Galvez,8,2008-2015,2951,53.46
457746,Ben Guez,3,2009-2011,1325,53.46
702601,Lamar King Jr.,4,2022-2025,804,53.46
468496,Keyter Rodriguez,2,2007-2008,337,53.46
6288,Colin Curtis,3,2007-2009,1624,53.45
800165,Brayan Guedez,3,2022-2024,380,53.45
17736,Richie Martin Jr.,3,2016-2018,1337,53.45
465043,Gustavo Omana,1,2007,222,53.45
821592,Yeisy Celesten,2,2024-2025,254,53.45
502504,Robi Estrada,6,2007-2013,1648,53.45
607356,Ryan McIntyre,3,2011-2013,440,53.45
31665,Alex Freeland,4,2022-2025,1620,53.45
660705,Julio Cabrera,3,2015-2017,376,53.45
660662,Edgardo Fermin,5,2015-2021,1135,53.45
518562,Peter Clifford,2,2007-2008,831,53.45
12160,Ben Gamel,6,2010-2016,2669,53.45
656863,Blaine Prescott,2,2017-2018,532,53.45
624574,Yerison Pena,4,2012-2015,970,53.44
591998,Jose Roman,2,2010-2011,501,53.44
645798,Matt Reistetter,2,2015-2016,360,53.44
665099,Ryan Nagle,2,2016-2017,624,53.44
520988,Oscar Tejeda,8,2007-2014,3072,53.44
656656,Trace Loehr,4,2014-2018,1450,53.44
570786,Pedro Rodriguez,3,2009-2011,445,53.44
501306,Jonathan Bautista,2,2007-2008,145,53.44
445011,Doug Pickens,2,2008-2009,414,53.44
813429,Lucas Ramirez,1,2025,226,53.43
29912,Darren Baker,3,2021-2023,1025,53.43
808702,Jorge Hernandez,3,2023-2025,574,53.43
473239,Juan Ciriaco,2,2007-2008,623,53.43
451588,Cory Dunlap,1,2007,475,53.43
606266,Steven De La Cruz,2,2011-2012,107,53.43
474188,Michael Affronti,2,2007-2008,881,53.43
683464,Amell Brazoban,2,2021-2022,313,53.43
680815,Damon Dues,2,2021-2022,214,53.43
656431,Ti'Quan Forbes,4,2016-2021,1798,53.42
14528,Gabriel Guerrero,8,2011-2018,3612,53.42
573574,Rafael Rodriguez,6,2009-2015,1335,53.42
828824,Josiah Ragsdale,1,2025,92,53.42
15988,Deivy Grullón,6,2013-2018,1731,53.42
805260,Ethan Hedges,1,2025,89,53.42
808388,Adrian Hoyte,3,2023-2025,199,53.42
516951,Sundrendy Windster,5,2007-2011,751,53.42
674391,Jose Rivera,2,2017-2018,252,53.41
703196,Victor Izturis,4,2022-2025,444,53.41
682799,Elio Prado,4,2022-2025,1277,53.41
691442,Wilfred Veras,5,2021-2025,2223,53.41
467003,Javier Castillo,2,2007-2008,1007,53.41
542394,Hector Acuna,3,2008-2010,494,53.41
821818,Luis Corobo,2,2024-2025,273,53.41
516868,Juan B Cabrera,3,2007-2009,560,53.41
667827,Cristopher Pujols,3,2016-2018,407,53.41
570703,Franklin Paz,3,2009-2011,573,53.41
572989,Steven Liddle,4,2009-2012,1200,53.41
502423,Michael Epping,1,2007,221,53.41
600879,Fabian Castillo,4,2011-2014,436,53.41
660631,Kevin Vicuña,5,2016-2022,1415,53.4
622366,Miguel Rico,3,2012-2014,682,53.4
684580,Jake Guenther,1,2021,358,53.4
4881,Carlos Gómez,2,2007-2010,206,53.4
812518,Camden Janik,1,2025,150,53.4
542622,David Calderon,2,2008-2009,155,53.4
605212,Mike Dowd,3,2012-2014,768,53.4
825484,Alexander Frias,1,2025,112,53.4
802098,Leandro Alsinois,4,2022-2025,632,53.4
570651,Carlos Garcia,8,2009-2016,2245,53.39
693738,Jose Cosma,2,2021-2022,162,53.39
12495,T.J. Rivera,3,2011-2013,1233,53.39
815889,Paulino Santana,2,2024-2025,566,53.38
661396,Oscar Moreno,2,2015-2016,270,53.38
623457,Matt Rose,4,2015-2018,1237,53.38
502008,Christopher Duffy,3,2010-2012,780,53.38
466441,Anderson Alvarez,1,2008,198,53.38
809699,Argenis Aparicio,1,2023,84,53.38
501979,Garrett Olson,2,2007-2008,960,53.38
692591,Luis Mendez,5,2021-2025,1299,53.38
678885,Juan Frias,1,2018,118,53.38
692324,Javier Armas,2,2021-2022,250,53.37
573081,Jason Patton,1,2009,185,53.37
3207,Pedro Lopez,2,2007-2008,709,53.37
678392,Nomar Urdaneta,1,2018,144,53.37
663858,Antoine Duplantis,1,2021,466,53.37
500731,Jose Garcia,6,2007-2012,2023,53.37
678350,Farlyn Manon,1,2018,111,53.37
800287,Andy Encarnacion,4,2022-2025,605,53.37
613551,Roberto Tovar,4,2012-2015,514,53.37
663503,Elih Marrero,2,2018-2021,306,53.37
807991,Juan Hernandez,1,2023,89,53.37
672501,Jhoneiker Betancourt,6,2017-2024,683,53.36
3262,Miguel Perez,2,2007-2008,342,53.36
15119,Jordan Patterson,4,2013-2016,1817,53.36
641881,Ryan Miller,3,2014-2016,862,53.36
694368,Jimmy Glowenke,3,2021-2023,1127,53.36
27931,Petey Halpin,5,2021-2025,2148,53.36
1159,Andrew Romine,4,2007-2010,1801,53.36
676198,Chase Pinder,2,2017-2018,572,53.36
542381,Keury Arias,1,2008,98,53.36
678503,Luis Valderrama,1,2018,44,53.36
676155,Will Frizzell,3,2021-2023,623,53.36
800182,Bryan Andrade,4,2022-2025,520,53.36
543205,Matthew Gaski,2,2008-2009,150,53.36
623916,Ryan McChesney,2,2012-2013,64,53.36
692428,Roylems Rangel,3,2021-2023,260,53.36
467676,Ofilio Castro,2,2007-2008,984,53.36
501483,Yeudy Brazoban,4,2007-2010,571,53.36
501230,Elvis Lara,2,2007-2008,408,53.36
808302,Juan Ortega,3,2023-2025,316,53.35
660532,Christopher De Jesus,3,2015-2017,257,53.35
571388,Derward Ruiz,2,2009-2010,277,53.35
813939,Jan Luis Reyes,1,2025,175,53.35
19358,Weston Wilson,3,2016-2018,1192,53.35
821189,Fidel Pinango,2,2024-2025,162,53.35
593450,Luis Ramirez,1,2010,130,53.35
673110,Joseph Gilma,2,2017-2018,232,53.35
519415,Christopher White,4,2007-2010,992,53.35
800407,Anderson Nova,3,2022-2024,332,53.35
660300,Jerson Dometilia,1,2015,87,53.34
1165,Chris Valaika,4,2007-2010,1985,53.34
9856,Brandon Snyder,5,2007-2011,2378,53.34
519089,Ross Oeder,1,2008,121,53.34
674058,Jake Bivens,1,2017,62,53.34
668882,Mikey Perez,3,2021-2023,676,53.34
642360,Ruben Encarnacion,1,2013,186,53.34
828519,Braylon Whitaker,1,2025,15,53.34
623173,Chuck Taylor,7,2012-2018,2895,53.34
693822,Murphy Stehly,1,2023,270,53.34
622798,Gregoris Hidalgo,4,2012-2015,601,53.34
664692,Trey York,2,2016-2017,272,53.34
642293,Juan Lorenzo,1,2013,193,53.33
686766,William Simoneit,1,2021,367,53.33
695481,Jay Allen II,5,2021-2025,1525,53.33
688907,Pres Cavenaugh,1,2023,266,53.33
543602,Leonardo Ochoa,2,2009-2011,140,53.33
656993,Thomas Spitz,1,2016,466,53.33
13895,Trevor Brown,3,2013-2015,1091,53.33
809683,Luis Quesada,3,2023-2025,350,53.33
573095,Derek Poppert,1,2010,173,53.33
660814,Freiberg Marin,3,2015-2018,556,53.32
501580,Victor Soto,4,2007-2010,656,53.32
699203,Gedionne Marlin,3,2021-2023,525,53.32
573158,Brady Shoemaker,3,2009-2011,1162,53.32
607575,Ryan Hutson,1,2011,186,53.32
672858,Edwin Mateo,4,2017-2022,1082,53.32
671054,Jonatan Machado,3,2016-2018,523,53.32
672544,César Izturis Jr.,5,2017-2023,1135,53.32
657444,Bo Way,3,2014-2016,1344,53.32
642463,Pedro Urena,4,2013-2016,739,53.31
643208,Isaac Ballou,2,2013-2014,613,53.31
19252,Cavan Biggio,3,2016-2018,1161,53.31
703180,Yendry Rojas,4,2022-2025,815,53.31
501589,Jean Almanzar,6,2007-2013,1545,53.31
501965,Kyler Burke,4,2007-2010,1509,53.31
833206,Andy Mata,1,2025,145,53.31
694387,Christian Knapczyk,2,2024-2025,941,53.3
466472,Carmelo Penaloza,2,2007-2008,244,53.3
458667,Kyle Colligan,3,2009-2011,978,53.3
5124,Wilkin Castillo,2,2007-2008,917,53.3
11481,Henry Ramos,7,2010-2016,2313,53.3
607949,Jerrud Sabourin,3,2012-2014,1443,53.3
801533,Miguel Santos,2,2024-2025,337,53.3
451513,Brandon McConnell,1,2007,126,53.3
7077,A.J. Jimenez,7,2008-2014,1796,53.3
444549,Elvin Polanco,3,2007-2009,971,53.3
695289,Dustin Crenshaw,2,2024-2025,343,53.3
469839,Jose R. Flores,4,2009-2012,1279,53.29
643534,David Sheaffer,1,2018,147,53.29
681893,Tyler Durna,2,2018-2021,435,53.29
500895,Emerson Landoni,6,2008-2013,1219,53.29
808153,Luis Merejo,3,2023-2025,948,53.29
805590,Dylan Palmer,1,2025,13,53.29
502620,Mark Thomas,4,2007-2012,1329,53.29
656383,Blake Drake,5,2014-2018,1924,53.29
4875,Logan Watkins,6,2008-2014,2557,53.29
663475,Bryce Denton,4,2015-2018,836,53.29
665779,Carlos Rincon,5,2016-2022,1685,53.29
17738,Chris Shaw,3,2016-2018,1497,53.29
457451,Brian McFall,2,2007-2008,863,53.28
466480,Deibinson Romero,5,2007-2011,1885,53.28
691331,Luis De La Cruz,2,2021-2022,195,53.28
672627,Jose Curpa,4,2017-2022,783,53.28
681370,Hudson Haskin,3,2021-2023,966,53.28
612795,Raul Santana,3,2012-2014,587,53.28
7099,Rene Tosoni,5,2007-2011,1475,53.28
699098,Yimmy Diaz,3,2022-2024,452,53.28
660796,Marino Campana,4,2015-2018,956,53.28
607178,Drew Weeks,3,2015-2017,1543,53.28
31437,Jace Jung,4,2022-2025,1634,53.28
664705,Nick Sell,1,2015,262,53.28
657666,Erik Lunde,2,2015-2016,235,53.27
801228,Sandro Gaston,2,2022-2023,500,53.27
